,Location_x,Appts_Total_2016,PC_Wait_2016,Appts<31_16,%Appts<31_16,VISN,Facility,Is_Station,Station,NbrEmps,ORGANIZATION,MAY-FY11,MAY-FY12,MAY-FY13,MAY-FY14,MAY-FY15,MAY-FY16,percent_of_staff_14,Location_y,Appts_Total_2014_x,Appts<31_14_x,%Appts<31_14_x,PC_Wait_2014_x,Location,Appts_Total_2014_y,Appts<31_14_y,%Appts<31_14_y,PC_Wait_2014_y
87,"(V11) (550) Danville, IL",30362,3.32,"28,755",0.95,11,550,True,550,7,(V11) (550) MC DANVILLE IL,1420,1493.0,1541,1485,1508,1530,0.0047138047138,"(V11) (550) Danville, IL",16276,15567,0.9564,4.69,"(V11) (550) Danville, IL",16276,15567,0.9564,4.69
88,"(V11) (553) Detroit, MI",64268,5.3,"58,646",0.91,11,553,True,553,16,(V11) (553) MC DETROIT MI,1782,1928.0,1946,1934,1987,1951,0.00827300930714,"(V11) (553) Detroit, MI",37203,36473,0.9804,0.76,"(V11) (553) Detroit, MI",37203,36473,0.9804,0.76
89,"(V11) (583) Indianapolis, IN",61289,3.84,"56,305",0.92,11,583,True,583,37,(V11) (583) MC INDIANAPOLIS IN,2358,2427.0,2587,2653,2832,2976,0.0139464756879,"(V11) (583) Indianapolis, IN",50167,47898,0.9548,4.59,"(V11) (583) Indianapolis, IN",50167,47898,0.9548,4.59
90,"(V11) (610) Northern Indiana HCS, IN",37081,7.12,"32,657",0.88,11,610,True,610,27,(V11) (610) HCS MARION IN,1411,1422.0,1460,1456,1527,1651,0.018543956044,"(V11) (610) Northern Indiana HCS, IN",29524,27740,0.9396,9.68,"(V11) (610) Northern Indiana HCS, IN",29524,27740,0.9396,9.68
91,"(V11) (655) Saginaw, MI",29081,3.18,"26,735",0.92,11,655,True,655,13,(V11) (655) MC SAGINAW MI,870,910.0,976,1020,1034,1083,0.0127450980392,"(V11) (655) Saginaw, MI",24652,24285,0.9851,0.65,"(V11) (655) Saginaw, MI",24652,24285,0.9851,0.65
92,"(V12) (537) Jesse Brown VAMC (Chicago), IL",49366,4.79,"46,182",0.94,12,537,True,537,52,(V12) (537) HCS CHICAGO IL,2210,2205.0,2364,2429,2371,2477,0.0214079868259,"(V12) (537) Jesse Brown VAMC (Chicago), IL",43992,41023,0.9325,6.64,"(V12) (537) Jesse Brown VAMC (Chicago), IL",43992,41023,0.9325,6.64
93,(V12) (556) Captain James A Lovell FHCC,19261,2.46,"18,999",0.99,12,556,True,556,2,(V12) (556) FHCC NORTH CHICAGO IL,1956,2049.0,2120,2125,2166,2115,0.000941176470588,(V12) (556) Captain James A Lovell FHCC,14204,13770,0.9694,2.66,(V12) (556) Captain James A Lovell FHCC,14204,13770,0.9694,2.66
94,"(V12) (578) Hines, IL",63048,6.91,"57,418",0.91,12,578,True,578,75,(V12) (578) MC HINES IL,3242,3275.0,3364,3451,3552,3705,0.0217328310635,"(V12) (578) Hines, IL",49762,43171,0.8675,10.14,"(V12) (578) Hines, IL",49762,43171,0.8675,10.14
95,"(V12) (585) Iron Mountain, MI",12391,4.25,"12,009",0.97,12,585,True,585,11,(V12) (585) MC IRON MOUNTAIN MI,604,613.0,634,655,667,657,0.0167938931298,"(V12) (585) Iron Mountain, MI",10720,10111,0.9432,4.82,"(V12) (585) Iron Mountain, MI",10720,10111,0.9432,4.82
96,"(V12) (607) Madison, WI",33882,5.67,"31,563",0.93,12,607,True,607,25,(V12) (607) MC MADISON WI,1604,1675.0,1758,1834,1882,1962,0.0136314067612,"(V12) (607) Madison, WI",30149,28118,0.9326,8.1,"(V12) (607) Madison, WI",30149,28118,0.9326,8.1
97,"(V12) (676) Tomah, WI",16480,2.97,"15,761",0.96,12,676,True,676,12,(V12) (676) MC TOMAH WI,1016,1026.0,1066,1095,1085,1085,0.0109589041096,"(V12) (676) Tomah, WI",14364,14060,0.9788,1.28,"(V12) (676) Tomah, WI",14364,14060,0.9788,1.28
98,"(V12) (695) Milwaukee, WI",68285,9.73,"63,441",0.93,12,695,True,695,43,(V12) (695) MC MILWAUKEE WI,3332,3466.0,3627,3740,3850,4029,0.0114973262032,"(V12) (695) Milwaukee, WI",55515,50519,0.91,1.25,"(V12) (695) Milwaukee, WI",55515,50519,0.91,1.25
99,"(V15) (589) Columbia, MO",44752,2.53,"42,416",0.95,15,589,True,589,65,(V15) (589) HCS KANSAS CITY MO,5668,5513.0,5628,5783,6093,6343,0.011239840913,"(V15) (589) Columbia, MO",43676,43200,0.9891,1.95,"(V15) (589) Columbia, MO",43676,43200,0.9891,1.95
100,"(V15) (589) Columbia, MO",44752,2.53,"42,416",0.95,15,589,True,589,65,(V15) (589) HCS KANSAS CITY MO,5668,5513.0,5628,5783,6093,6343,0.011239840913,"(V15) (589) Columbia, MO",43676,43200,0.9891,1.95,"(V15) (589) Kansas City, MO",33338,31653,0.9495,5.44
101,"(V15) (589) Columbia, MO",44752,2.53,"42,416",0.95,15,589,True,589,65,(V15) (589) HCS KANSAS CITY MO,5668,5513.0,5628,5783,6093,6343,0.011239840913,"(V15) (589) Columbia, MO",43676,43200,0.9891,1.95,"(V15) (589) Eastern KS HCS, KS",34485,33588,0.974,3.12
102,"(V15) (589) Columbia, MO",44752,2.53,"42,416",0.95,15,589,True,589,65,(V15) (589) HCS KANSAS CITY MO,5668,5513.0,5628,5783,6093,6343,0.011239840913,"(V15) (589) Columbia, MO",43676,43200,0.9891,1.95,"(V15) (589) Wichita, KS",17720,16776,0.9467,4.3
103,"(V15) (589) Columbia, MO",44752,2.53,"42,416",0.95,15,589,True,589,65,(V15) (589) HCS KANSAS CITY MO,5668,5513.0,5628,5783,6093,6343,0.011239840913,"(V15) (589) Kansas City, MO",33338,31653,0.9495,5.44,"(V15) (589) Columbia, MO",43676,43200,0.9891,1.95
104,"(V15) (589) Columbia, MO",44752,2.53,"42,416",0.95,15,589,True,589,65,(V15) (589) HCS KANSAS CITY MO,5668,5513.0,5628,5783,6093,6343,0.011239840913,"(V15) (589) Kansas City, MO",33338,31653,0.9495,5.44,"(V15) (589) Kansas City, MO",33338,31653,0.9495,5.44
105,"(V15) (589) Columbia, MO",44752,2.53,"42,416",0.95,15,589,True,589,65,(V15) (589) HCS KANSAS CITY MO,5668,5513.0,5628,5783,6093,6343,0.011239840913,"(V15) (589) Kansas City, MO",33338,31653,0.9495,5.44,"(V15) (589) Eastern KS HCS, KS",34485,33588,0.974,3.12
106,"(V15) (589) Columbia, MO",44752,2.53,"42,416",0.95,15,589,True,589,65,(V15) (589) HCS KANSAS CITY MO,5668,5513.0,5628,5783,6093,6343,0.011239840913,"(V15) (589) Kansas City, MO",33338,31653,0.9495,5.44,"(V15) (589) Wichita, KS",17720,16776,0.9467,4.3
107,"(V15) (589) Columbia, MO",44752,2.53,"42,416",0.95,15,589,True,589,65,(V15) (589) HCS KANSAS CITY MO,5668,5513.0,5628,5783,6093,6343,0.011239840913,"(V15) (589) Eastern KS HCS, KS",34485,33588,0.974,3.12,"(V15) (589) Columbia, MO",43676,43200,0.9891,1.95
108,"(V15) (589) Columbia, MO",44752,2.53,"42,416",0.95,15,589,True,589,65,(V15) (589) HCS KANSAS CITY MO,5668,5513.0,5628,5783,6093,6343,0.011239840913,"(V15) (589) Eastern KS HCS, KS",34485,33588,0.974,3.12,"(V15) (589) Kansas City, MO",33338,31653,0.9495,5.44
109,"(V15) (589) Columbia, MO",44752,2.53,"42,416",0.95,15,589,True,589,65,(V15) (589) HCS KANSAS CITY MO,5668,5513.0,5628,5783,6093,6343,0.011239840913,"(V15) (589) Eastern KS HCS, KS",34485,33588,0.974,3.12,"(V15) (589) Eastern KS HCS, KS",34485,33588,0.974,3.12
110,"(V15) (589) Columbia, MO",44752,2.53,"42,416",0.95,15,589,True,589,65,(V15) (589) HCS KANSAS CITY MO,5668,5513.0,5628,5783,6093,6343,0.011239840913,"(V15) (589) Eastern KS HCS, KS",34485,33588,0.974,3.12,"(V15) (589) Wichita, KS",17720,16776,0.9467,4.3
111,"(V15) (589) Columbia, MO",44752,2.53,"42,416",0.95,15,589,True,589,65,(V15) (589) HCS KANSAS CITY MO,5668,5513.0,5628,5783,6093,6343,0.011239840913,"(V15) (589) Wichita, KS",17720,16776,0.9467,4.3,"(V15) (589) Columbia, MO",43676,43200,0.9891,1.95
112,"(V15) (589) Columbia, MO",44752,2.53,"42,416",0.95,15,589,True,589,65,(V15) (589) HCS KANSAS CITY MO,5668,5513.0,5628,5783,6093,6343,0.011239840913,"(V15) (589) Wichita, KS",17720,16776,0.9467,4.3,"(V15) (589) Kansas City, MO",33338,31653,0.9495,5.44
113,"(V15) (589) Columbia, MO",44752,2.53,"42,416",0.95,15,589,True,589,65,(V15) (589) HCS KANSAS CITY MO,5668,5513.0,5628,5783,6093,6343,0.011239840913,"(V15) (589) Wichita, KS",17720,16776,0.9467,4.3,"(V15) (589) Eastern KS HCS, KS",34485,33588,0.974,3.12
114,"(V15) (589) Columbia, MO",44752,2.53,"42,416",0.95,15,589,True,589,65,(V15) (589) HCS KANSAS CITY MO,5668,5513.0,5628,5783,6093,6343,0.011239840913,"(V15) (589) Wichita, KS",17720,16776,0.9467,4.3,"(V15) (589) Wichita, KS",17720,16776,0.9467,4.3
115,"(V15) (657) Marion, IL",28290,15.61,"25,830",0.91,15,657,True,657,127,(V15) (657) HCS ST LOUIS MO,4436,4329.0,4441,4825,5076,5125,0.0263212435233,"(V15) (657) Marion, IL",21126,19407,0.9186,4.64,"(V15) (657) Marion, IL",21126,19407,0.9186,4.64
116,"(V15) (657) Marion, IL",28290,15.61,"25,830",0.91,15,657,True,657,127,(V15) (657) HCS ST LOUIS MO,4436,4329.0,4441,4825,5076,5125,0.0263212435233,"(V15) (657) Marion, IL",21126,19407,0.9186,4.64,"(V15) (657) Poplar Bluff, MO",11284,10400,0.9217,3.57
117,"(V15) (657) Marion, IL",28290,15.61,"25,830",0.91,15,657,True,657,127,(V15) (657) HCS ST LOUIS MO,4436,4329.0,4441,4825,5076,5125,0.0263212435233,"(V15) (657) Marion, IL",21126,19407,0.9186,4.64,"(V15) (657) St. Louis, MO",54377,53489,0.9837,3.57
118,"(V15) (657) Marion, IL",28290,15.61,"25,830",0.91,15,657,True,657,127,(V15) (657) HCS ST LOUIS MO,4436,4329.0,4441,4825,5076,5125,0.0263212435233,"(V15) (657) Poplar Bluff, MO",11284,10400,0.9217,3.57,"(V15) (657) Marion, IL",21126,19407,0.9186,4.64
119,"(V15) (657) Marion, IL",28290,15.61,"25,830",0.91,15,657,True,657,127,(V15) (657) HCS ST LOUIS MO,4436,4329.0,4441,4825,5076,5125,0.0263212435233,"(V15) (657) Poplar Bluff, MO",11284,10400,0.9217,3.57,"(V15) (657) Poplar Bluff, MO",11284,10400,0.9217,3.57
120,"(V15) (657) Marion, IL",28290,15.61,"25,830",0.91,15,657,True,657,127,(V15) (657) HCS ST LOUIS MO,4436,4329.0,4441,4825,5076,5125,0.0263212435233,"(V15) (657) Poplar Bluff, MO",11284,10400,0.9217,3.57,"(V15) (657) St. Louis, MO",54377,53489,0.9837,3.57
121,"(V15) (657) Marion, IL",28290,15.61,"25,830",0.91,15,657,True,657,127,(V15) (657) HCS ST LOUIS MO,4436,4329.0,4441,4825,5076,5125,0.0263212435233,"(V15) (657) St. Louis, MO",54377,53489,0.9837,3.57,"(V15) (657) Marion, IL",21126,19407,0.9186,4.64
122,"(V15) (657) Marion, IL",28290,15.61,"25,830",0.91,15,657,True,657,127,(V15) (657) HCS ST LOUIS MO,4436,4329.0,4441,4825,5076,5125,0.0263212435233,"(V15) (657) St. Louis, MO",54377,53489,0.9837,3.57,"(V15) (657) Poplar Bluff, MO",11284,10400,0.9217,3.57
123,"(V15) (657) Marion, IL",28290,15.61,"25,830",0.91,15,657,True,657,127,(V15) (657) HCS ST LOUIS MO,4436,4329.0,4441,4825,5076,5125,0.0263212435233,"(V15) (657) St. Louis, MO",54377,53489,0.9837,3.57,"(V15) (657) St. Louis, MO",54377,53489,0.9837,3.57
124,"(V16) (502) Alexandria, LA",32722,8.05,"30,250",0.92,16,502,True,502,18,(V16) (502) MC ALEXANDRIA LA,1229,1251.0,1298,1271,1297,1224,0.0141620771046,"(V16) (502) Alexandria, LA",25904,23713,0.9154,4.69,"(V16) (502) Alexandria, LA",25904,23713,0.9154,4.69
125,"(V16) (520) Gulf Coast HCS, MS",47039,11.75,"43,110",0.92,16,520,True,520,29,(V16) (520) MC BILOXI MS,1817,1924.0,2125,2172,2289,2235,0.0133517495396,"(V16) (520) Gulf Coast HCS, MS",49790,41519,0.8339,14.8,"(V16) (520) Gulf Coast HCS, MS",49790,41519,0.8339,14.8
126,"(V16) (564) Fayetteville, AR",49205,2.47,"47,680",0.97,16,564,True,564,20,(V16) (564) MC FAYETTEVILLE AR,1252,1252.0,1413,1482,1507,1449,0.0134952766532,"(V16) (564) Fayetteville, AR",35151,32438,0.9228,2.86,"(V16) (564) Fayetteville, AR",35151,32438,0.9228,2.86
127,"(V16) (580) Houston, TX",100308,4.73,"96,749",0.96,16,580,True,580,55,(V16) (580) MC HOUSTON TX,3779,3905.0,4180,4547,4723,4840,0.0120958873983,"(V16) (580) Houston, TX",97792,89102,0.9111,12.43,"(V16) (580) Houston, TX",97792,89102,0.9111,12.43
128,"(V16) (586) Jackson, MS",40552,12.71,"37,341",0.92,16,586,True,586,32,(V16) (586) MC JACKSON MS,2013,2087.0,2141,2173,2074,1949,0.0147261849977,"(V16) (586) Jackson, MS",37993,36642,0.9644,6.03,"(V16) (586) Jackson, MS",37993,36642,0.9644,6.03
129,"(V16) (598) Little Rock, AR",86468,5.14,"83,169",0.96,16,598,True,598,32,(V16) (598) MC LITTLE ROCK AR,3167,3170.0,3343,3316,3376,3461,0.00965018094089,"(V16) (598) Little Rock, AR",61736,59104,0.9574,8.37,"(V16) (598) Little Rock, AR",61736,59104,0.9574,8.37
130,"(V16) (623) Muskogee, OK",31346,6.19,"29,036",0.93,16,623,True,623,20,(V16) (623) MC MUSKOGEE OK,1168,1150.0,1206,1257,1314,1318,0.0159108989658,"(V16) (623) Muskogee, OK",21717,21187,0.9756,3.41,"(V16) (623) Muskogee, OK",21717,21187,0.9756,3.41
131,"(V16) (629) New Orleans, LA",43797,6.51,"41,248",0.94,16,629,True,629,33,(V16) (629) MC NEW ORLEANS LA,1217,1255.0,1311,1350,1442,1668,0.0244444444444,"(V16) (629) New Orleans, LA",40370,35113,0.8698,11.77,"(V16) (629) New Orleans, LA",40370,35113,0.8698,11.77
132,"(V16) (635) Oklahoma City, OK",54169,2.43,"51,272",0.95,16,635,True,635,59,(V16) (635) MC OKLAHOMA CITY OK,1878,1894.0,1977,2095,2218,2349,0.0281622911695,"(V16) (635) Oklahoma City, OK",33283,31919,0.959,4.41,"(V16) (635) Oklahoma City, OK",33283,31919,0.959,4.41
133,"(V16) (667) Shreveport, LA",46476,6.9,"43,906",0.94,16,667,True,667,27,(V16) (667) MC SHREVEPORT LA,1442,1439.0,1472,1516,1539,1455,0.0178100263852,"(V16) (667) Shreveport, LA",35854,35000,0.9762,4.82,"(V16) (667) Shreveport, LA",35854,35000,0.9762,4.82
134,"(V17) (549) Dallas, TX",108704,7.0,"105,755",0.97,17,549,True,549,103,(V17) (549) HCS DALLAS TX,4317,4409.0,4654,4771,4768,5236,0.021588765458,"(V17) (549) Dallas, TX",83453,80028,0.959,5.28,"(V17) (549) Dallas, TX",83453,80028,0.959,5.28
135,"(V17) (671) San Antonio, TX",96743,5.98,"88,972",0.92,17,671,True,671,41,(V17) (671) HCS SAN ANTONIO TX,3490,3381.0,3512,3559,3615,3761,0.0115200899129,"(V17) (671) San Antonio, TX",52506,47928,0.9128,9.35,"(V17) (671) San Antonio, TX",52506,47928,0.9128,9.35
136,"(V17) (674) Temple, TX",103943,10.04,"95,790",0.92,17,674,True,674,31,(V17) (674) HCS TEMPLE TX,3529,3345.0,3488,3686,3711,3909,0.00841020075963,"(V17) (674) Temple, TX",78890,72071,0.9136,11.98,"(V17) (674) Temple, TX",78890,72071,0.9136,11.98
137,(V17) (740) VA Texas Valley Coastal Bend HCS,20791,17.65,"18,510",0.89,17,740,True,740,9,(V17) (740) HCS HARLINGEN TX,437,502.0,611,687,746,830,0.0131004366812,(V17) (740) VA Texas Valley Coastal Bend HCS,16935,14781,0.8728,23.8,(V17) (740) VA Texas Valley Coastal Bend HCS,16935,14781,0.8728,23.8
138,(V18) (501) New Mexico HCS,56152,7.67,"51,880",0.92,18,501,True,501,66,(V18) (501) HCS ALBUQUERQUE NM,2340,2370.0,2308,2384,2515,2616,0.0276845637584,(V18) (501) New Mexico HCS,42373,36622,0.8643,16.98,(V18) (501) New Mexico HCS,42373,36622,0.8643,16.98
139,"(V18) (504) Amarillo, TX",21802,22.5,"17,937",0.82,18,504,True,504,41,(V18) (504) MC AMARILLO TX,1021,983.0,954,998,1088,1058,0.0410821643287,"(V18) (504) Amarillo, TX",19467,18047,0.9271,19.32,"(V18) (504) Amarillo, TX",19467,18047,0.9271,19.32
140,"(V18) (519) Big Spring, TX",10575,5.44,"9,978",0.94,18,519,True,519,42,(V18) (519) MC BIG SPRING TX,552,565.0,565,525,564,602,0.08,"(V18) (519) Big Spring, TX",7137,6786,0.9508,7.11,"(V18) (519) Big Spring, TX",7137,6786,0.9508,7.11
141,"(V18) (644) Phoenix, AZ",89835,9.14,"81,669",0.91,18,644,True,644,91,(V18) (644) MC PHOENIX AZ,2398,2368.0,2443,2631,2981,3270,0.034587609274,"(V18) (644) Phoenix, AZ",68521,60214,0.8788,12.49,"(V18) (644) Phoenix, AZ",68521,60214,0.8788,12.49
142,(V18) (649) Northern Arizona HCS,16404,9.03,"14,417",0.88,18,649,True,649,16,(V18) (649) HCS PRESCOTT AZ,930,880.0,910,932,1038,1077,0.0171673819742,(V18) (649) Northern Arizona HCS,13412,11862,0.8844,8.57,(V18) (649) Northern Arizona HCS,13412,11862,0.8844,8.57
143,(V18) (678) Southern Arizona HCS,54592,6.21,"50,625",0.93,18,678,True,678,67,(V18) (678) HCS TUCSON AZ,2215,2242.0,2219,2259,2395,2493,0.0296591412129,(V18) (678) Southern Arizona HCS,42340,39601,0.9353,10.08,(V18) (678) Southern Arizona HCS,42340,39601,0.9353,10.08
144,"(V18) (756) El Paso, TX",44429,12.5,"41,927",0.94,18,756,True,756,31,(V18) (756) OC EL PASO TX,627,672.0,708,753,814,872,0.0411686586985,"(V18) (756) El Paso, TX",31077,27372,0.8808,8.5,"(V18) (756) El Paso, TX",31077,27372,0.8808,8.5
145,(V19) (436) Montana HCS,25439,15.41,"21,004",0.83,19,436,True,436,13,(V19) (436) HCS FT HARRISON MT,1031,1034.0,1133,1253,1223,1219,0.0103750997606,(V19) (436) Montana HCS,18288,16599,0.9076,15.45,(V19) (436) Montana HCS,18288,16599,0.9076,15.45
146,"(V19) (442) Cheyenne, WY",18174,4.56,"16,409",0.9,19,442,True,442,22,(V19) (442) MROC CHEYENNE WY,573,586.0,636,694,758,853,0.0317002881844,"(V19) (442) Cheyenne, WY",13635,12742,0.9345,5.12,"(V19) (442) Cheyenne, WY",13635,12742,0.9345,5.12
147,"(V19) (554) Denver, CO",76858,15.38,"63,147",0.82,19,554,True,554,46,(V19) (554) HCS DENVER CO,2377,2472.0,2511,2487,2831,3057,0.0184961801367,"(V19) (554) Denver, CO",62583,53683,0.8578,9.56,"(V19) (554) Denver, CO",62583,53683,0.8578,9.56
148,"(V19) (575) Grand Junction, CO",10929,16.72,"9,952",0.91,19,575,True,575,14,(V19) (575) MC GR JUNCTION CO,582,587.0,583,590,625,651,0.0237288135593,"(V19) (575) Grand Junction, CO",8654,8286,0.9575,3.33,"(V19) (575) Grand Junction, CO",8654,8286,0.9575,3.33
149,"(V19) (660) Salt Lake City, UT",44812,9.23,"37,915",0.85,19,660,True,660,26,(V19) (660) HCS SALT LAKE CITYUT,1964,1962.0,2028,2119,2328,2407,0.0122699386503,"(V19) (660) Salt Lake City, UT",27935,25037,0.8963,12.95,"(V19) (660) Salt Lake City, UT",27935,25037,0.8963,12.95
150,"(V20) (463) Anchorage, AK",6568,2.98,"6,282",0.96,20,463,True,463,8,(V20) (463) HCSROANCHORAGE AK,548,510.0,473,506,504,528,0.0158102766798,"(V20) (463) Anchorage, AK",5982,5784,0.9669,4.36,"(V20) (463) Anchorage, AK",5982,5784,0.9669,4.36
151,"(V20) (531) Boise, ID",18531,13.53,"14,971",0.81,20,531,True,531,24,(V20) (531) MC BOISE ID,1022,1018.0,1037,1079,1164,1207,0.0222428174235,"(V20) (531) Boise, ID",14163,12552,0.8863,1.86,"(V20) (531) Boise, ID",14163,12552,0.8863,1.86
152,"(V20) (648) Portland, OR",78504,9.88,"68,820",0.88,20,648,True,648,51,(V20) (648) MC PORTLAND OR,3343,3463.0,3566,3742,3728,3789,0.0136290753608,"(V20) (648) Portland, OR",73666,68572,0.9309,12.99,"(V20) (648) Portland, OR",73666,68572,0.9309,12.99
153,"(V20) (653) Roseburg, OR",26147,7.9,"22,739",0.87,20,653,True,653,21,(V20) (653) HCS ROSEBURG OR,820,825.0,837,844,946,1116,0.0248815165877,"(V20) (653) Roseburg, OR",21587,20369,0.9436,10.25,"(V20) (653) Roseburg, OR",21587,20369,0.9436,10.25
154,"(V20) (663) VA Puget Sound, WA",72506,8.87,"65,921",0.91,20,663,True,663,77,(V20) (663) HCS SEATTLE WA,3346,3402.0,3460,3627,3763,3847,0.021229666391,"(V20) (663) VA Puget Sound, WA",65247,62456,0.9572,6.44,"(V20) (663) VA Puget Sound, WA",65247,62456,0.9572,6.44
155,"(V20) (668) Spokane, WA",20209,9.72,"17,809",0.88,20,668,True,668,28,(V20) (668) MC SPOKANE WA,815,832.0,845,898,953,1060,0.0311804008909,"(V20) (668) Spokane, WA",21514,20266,0.942,3.68,"(V20) (668) Spokane, WA",21514,20266,0.942,3.68
156,"(V20) (687) Walla Walla, WA",8919,11.12,"7,887",0.88,20,687,True,687,3,(V20) (687) MC WALLA WALLA WA,435,430.0,436,469,501,548,0.00639658848614,"(V20) (687) Walla Walla, WA",8025,7282,0.9074,5.4,"(V20) (687) Walla Walla, WA",8025,7282,0.9074,5.4
157,"(V20) (692) White City, OR",10272,13.89,"9,427",0.92,20,692,True,692,5,(V20) (692) SORCCWHITE CITY OR,570,571.0,585,628,686,713,0.00796178343949,"(V20) (692) White City, OR",14702,14261,0.97,4.42,"(V20) (692) White City, OR",14702,14261,0.97,4.42
158,"(V21) (459) Honolulu, HI",20397,7.48,"19,378",0.95,21,459,True,459,53,(V21) (459) HCS HONOLULU HI,749,757.0,846,871,936,1028,0.060849598163,"(V21) (459) Honolulu, HI",14563,14150,0.9716,6.95,"(V21) (459) Honolulu, HI",14563,14150,0.9716,6.95
159,"(V21) (570) Fresno, CA",21131,1.05,"18,709",0.89,21,570,True,570,45,(V21) (570) HCS FRESNO CA,1055,1101.0,1142,1121,1200,1376,0.0401427297056,"(V21) (570) Fresno, CA",17194,15211,0.8847,0.59,"(V21) (570) Fresno, CA",17194,15211,0.8847,0.59
160,"(V21) (612) N. California, CA",71638,11.78,"63,963",0.89,21,612,True,612,35,(V21) (612) HCS MARTINEZ CA,2425,2513.0,2634,2761,3015,3281,0.0126765664614,"(V21) (612) N. California, CA",62511,54337,0.8692,4.82,"(V21) (612) N. California, CA",62511,54337,0.8692,4.82
161,"(V21) (640) Palo Alto, CA",46017,14.19,"41,518",0.9,21,640,True,640,84,(V21) (640) HCS PALO ALTO CA,3791,3823.0,4031,4133,4305,4416,0.0203242196951,"(V21) (640) Palo Alto, CA",49766,46373,0.9318,6.54,"(V21) (640) Palo Alto, CA",49766,46373,0.9318,6.54
162,"(V21) (654) Reno, NV",28100,7.34,"26,538",0.94,21,654,True,654,58,(V21) (654) HCS RENO NV,1113,1130.0,1188,1249,1309,1353,0.0464371497198,"(V21) (654) Reno, NV",26049,23218,0.8913,10.28,"(V21) (654) Reno, NV",26049,23218,0.8913,10.28
163,"(V21) (662) San Francisco, CA",37552,11.36,"35,218",0.94,21,662,True,662,54,(V21) (662) MC SAN FRANCISCO CA,2194,2296.0,2388,2560,2654,2875,0.02109375,"(V21) (662) San Francisco, CA",28503,26328,0.9237,11.75,"(V21) (662) San Francisco, CA",28503,26328,0.9237,11.75
164,"(V22) (593) Las Vegas, NV",71115,10.65,"60,572",0.85,22,593,True,593,45,(V22) (593) MC LAS VEGAS NV,1376,1677.0,1967,2078,2302,2372,0.0216554379211,"(V22) (593) Las Vegas, NV",55370,50927,0.9198,6.4,"(V22) (593) Las Vegas, NV",55370,50927,0.9198,6.4
165,"(V22) (600) Long Beach, CA",54129,9.55,"49,631",0.92,22,600,True,600,48,(V22) (600) HCS LONG BEACH CA,2308,2358.0,2343,2361,2597,2798,0.0203303684879,"(V22) (600) Long Beach, CA",49174,47535,0.9667,8.78,"(V22) (600) Long Beach, CA",49174,47535,0.9667,8.78
166,"(V22) (605) Loma Linda, CA",89684,11.89,"81,282",0.91,22,605,True,605,87,(V22) (605) MC LOMA LINDA CA,2374,2341.0,2431,2489,2608,2809,0.0349537967055,"(V22) (605) Loma Linda, CA",62831,58193,0.9262,8.0,"(V22) (605) Loma Linda, CA",62831,58193,0.9262,8.0
167,"(V22) (664) San Diego, CA",69001,5.48,"62,142",0.9,22,664,True,664,54,(V22) (664) HCS SAN DIEGO CA,2775,2815.0,2991,3028,3158,3173,0.0178335535007,"(V22) (664) San Diego, CA",61038,55299,0.906,6.67,"(V22) (664) San Diego, CA",61038,55299,0.906,6.67
168,(V22) (691) Greater Los Angeles HCS,89208,10.48,"76,143",0.85,22,691,True,691,38,(V22) (691) HCS W/LOS ANGELES CA,4891,4868.0,4844,5041,5137,5090,0.00753818686768,(V22) (691) Greater Los Angeles HCS,80701,72671,0.9005,6.46,(V22) (691) Greater Los Angeles HCS,80701,72671,0.9005,6.46
169,"(V23) (437) Fargo, ND",24115,4.81,"22,176",0.92,23,437,True,437,19,(V23) (437) HCS FARGO ND,893,882.0,934,996,1048,1086,0.0190763052209,"(V23) (437) Fargo, ND",17514,16729,0.9552,5.39,"(V23) (437) Fargo, ND",17514,16729,0.9552,5.39
170,"(V23) (438) Sioux Falls, SD",26511,3.57,"23,773",0.9,23,438,True,438,19,(V23) (438) HCS SIOUX FALLS SD,898,857.0,898,942,1012,1067,0.02016985138,"(V23) (438) Sioux Falls, SD",19971,19243,0.9635,3.91,"(V23) (438) Sioux Falls, SD",19971,19243,0.9635,3.91
171,"(V23) (568) Black Hills HCS, SD",12849,4.86,"11,365",0.88,23,568,True,568,7,(V23) (568) HCS FORT MEADE SD,1093,1036.0,1043,1059,1105,1101,0.00661000944287,"(V23) (568) Black Hills HCS, SD",12773,12034,0.9421,4.03,"(V23) (568) Black Hills HCS, SD",12773,12034,0.9421,4.03
172,"(V23) (618) Minneapolis, MN",76039,5.55,"71,687",0.94,23,618,True,618,29,(V23) (618) HCS MINNEAPOLIS MN,3461,3421.0,3529,3662,3715,3894,0.00791916985254,"(V23) (618) Minneapolis, MN",67476,65385,0.969,4.57,"(V23) (618) Minneapolis, MN",67476,65385,0.969,4.57
173,"(V23) (636) Central Iowa, IA",21146,5.55,"18,900",0.89,23,636,True,636,23,(V23) (636) HCS OMAHA NE,4786,4695.0,4839,5240,5431,5499,0.0043893129771,"(V23) (636) Central Iowa, IA",20957,19860,0.9477,7.7,"(V23) (636) Central Iowa, IA",20957,19860,0.9477,7.7
174,"(V23) (636) Central Iowa, IA",21146,5.55,"18,900",0.89,23,636,True,636,23,(V23) (636) HCS OMAHA NE,4786,4695.0,4839,5240,5431,5499,0.0043893129771,"(V23) (636) Central Iowa, IA",20957,19860,0.9477,7.7,"(V23) (636) Iowa City, IA",31302,29714,0.9493,6.79
