station_id,facility_id,name,ref_date,visn_id,state,occupation_id,speciality_id,date,loss_rate
402,99999,HCS TOGUS,2016-05-31,01,ME,0602,29,2013-01-01,
402,99999,HCS TOGUS,2016-05-31,01,ME,0602,29,2014-01-01,1.0
402,99999,HCS TOGUS,2016-05-31,01,ME,0602,29,2015-01-01,
402,99999,HCS TOGUS,2016-05-31,01,ME,0602,30,2011-01-01,0.375
402,99999,HCS TOGUS,2016-05-31,01,ME,0602,30,2012-01-01,
402,99999,HCS TOGUS,2016-05-31,01,ME,0602,30,2013-01-01,
402,99999,HCS TOGUS,2016-05-31,01,ME,0602,30,2014-01-01,0.3429
402,99999,HCS TOGUS,2016-05-31,01,ME,0602,30,2015-01-01,
402,99999,HCS TOGUS,2016-05-31,01,ME,0602,31,2011-01-01,0.0863
402,99999,HCS TOGUS,2016-05-31,01,ME,0602,31,2012-01-01,0.0976
402,99999,HCS TOGUS,2016-05-31,01,ME,0602,31,2013-01-01,0.4948
402,99999,HCS TOGUS,2016-05-31,01,ME,0602,31,2014-01-01,0.313
402,99999,HCS TOGUS,2016-05-31,01,ME,0602,31,2015-01-01,
402,99999,HCS TOGUS,2016-05-31,01,ME,0602,38,2011-01-01,
402,99999,HCS TOGUS,2016-05-31,01,ME,0602,38,2012-01-01,
402,99999,HCS TOGUS,2016-05-31,01,ME,0602,38,2013-01-01,0.5714
402,99999,HCS TOGUS,2016-05-31,01,ME,0602,38,2014-01-01,
402,99999,HCS TOGUS,2016-05-31,01,ME,0602,38,2015-01-01,0.5
402,99999,HCS TOGUS,2016-05-31,01,ME,0602,43,2011-01-01,0.5714
402,99999,HCS TOGUS,2016-05-31,01,ME,0602,43,2012-01-01,
402,99999,HCS TOGUS,2016-05-31,01,ME,0602,43,2013-01-01,
402,99999,HCS TOGUS,2016-05-31,01,ME,0602,43,2014-01-01,
402,99999,HCS TOGUS,2016-05-31,01,ME,0602,43,2015-01-01,
402,99999,HCS TOGUS,2016-05-31,01,ME,0602,45,2011-01-01,
402,99999,HCS TOGUS,2016-05-31,01,ME,0602,45,2012-01-01,
402,99999,HCS TOGUS,2016-05-31,01,ME,0602,45,2013-01-01,0.4444
402,99999,HCS TOGUS,2016-05-31,01,ME,0602,45,2014-01-01,
402,99999,HCS TOGUS,2016-05-31,01,ME,0602,45,2015-01-01,0.4
402,99999,HCS TOGUS,2016-05-31,01,ME,0602,48,2011-01-01,
402,99999,HCS TOGUS,2016-05-31,01,ME,0602,48,2012-01-01,
402,99999,HCS TOGUS,2016-05-31,01,ME,0602,48,2013-01-01,1.0
402,99999,HCS TOGUS,2016-05-31,01,ME,0602,48,2014-01-01,
402,99999,HCS TOGUS,2016-05-31,01,ME,0602,48,2015-01-01,
402,99999,HCS TOGUS,2016-05-31,01,ME,0602,49,2011-01-01,
402,99999,HCS TOGUS,2016-05-31,01,ME,0602,49,2012-01-01,0.1333
402,99999,HCS TOGUS,2016-05-31,01,ME,0602,49,2013-01-01,
402,99999,HCS TOGUS,2016-05-31,01,ME,0602,49,2014-01-01,0.1101
402,99999,HCS TOGUS,2016-05-31,01,ME,0602,49,2015-01-01,0.2353
402,99999,HCS TOGUS,2016-05-31,01,ME,0602,57,2011-01-01,
402,99999,HCS TOGUS,2016-05-31,01,ME,0602,57,2012-01-01,1.0
402,99999,HCS TOGUS,2016-05-31,01,ME,0602,57,2013-01-01,
402,99999,HCS TOGUS,2016-05-31,01,ME,0602,57,2014-01-01,
402,99999,HCS TOGUS,2016-05-31,01,ME,0602,57,2015-01-01,
402,99999,HCS TOGUS,2016-05-31,01,ME,0602,E6,2011-01-01,
402,99999,HCS TOGUS,2016-05-31,01,ME,0602,E6,2012-01-01,
402,99999,HCS TOGUS,2016-05-31,01,ME,0602,E6,2013-01-01,
402,99999,HCS TOGUS,2016-05-31,01,ME,0602,E6,2014-01-01,
402,99999,HCS TOGUS,2016-05-31,01,ME,0602,E6,2015-01-01,0.2308
402,99999,HCS TOGUS,2016-05-31,01,ME,0602,K6,2011-01-01,0.1154
402,99999,HCS TOGUS,2016-05-31,01,ME,0602,K6,2012-01-01,
402,99999,HCS TOGUS,2016-05-31,01,ME,0602,K6,2013-01-01,0.0857
402,99999,HCS TOGUS,2016-05-31,01,ME,0602,K6,2014-01-01,
402,99999,HCS TOGUS,2016-05-31,01,ME,0602,K6,2015-01-01,0.0896
402,99999,HCS TOGUS,2016-05-31,01,ME,0602,R3,2011-01-01,
402,99999,HCS TOGUS,2016-05-31,01,ME,0602,R3,2012-01-01,
402,99999,HCS TOGUS,2016-05-31,01,ME,0602,R3,2013-01-01,0.7059
402,99999,HCS TOGUS,2016-05-31,01,ME,0602,R3,2014-01-01,
402,99999,HCS TOGUS,2016-05-31,01,ME,0602,R3,2015-01-01,
405,99999,MROC WHT RIVER JCT,2016-05-31,01,VT,0602,01,2011-01-01,
405,99999,MROC WHT RIVER JCT,2016-05-31,01,VT,0602,01,2012-01-01,
405,99999,MROC WHT RIVER JCT,2016-05-31,01,VT,0602,01,2013-01-01,
405,99999,MROC WHT RIVER JCT,2016-05-31,01,VT,0602,01,2014-01-01,0.4615
405,99999,MROC WHT RIVER JCT,2016-05-31,01,VT,0602,01,2015-01-01,0.2353
405,99999,MROC WHT RIVER JCT,2016-05-31,01,VT,0602,02,2011-01-01,
405,99999,MROC WHT RIVER JCT,2016-05-31,01,VT,0602,02,2012-01-01,
405,99999,MROC WHT RIVER JCT,2016-05-31,01,VT,0602,02,2013-01-01,
405,99999,MROC WHT RIVER JCT,2016-05-31,01,VT,0602,02,2014-01-01,0.2308
405,99999,MROC WHT RIVER JCT,2016-05-31,01,VT,0602,02,2015-01-01,
405,99999,MROC WHT RIVER JCT,2016-05-31,01,VT,0602,07,2011-01-01,
405,99999,MROC WHT RIVER JCT,2016-05-31,01,VT,0602,07,2012-01-01,
405,99999,MROC WHT RIVER JCT,2016-05-31,01,VT,0602,07,2013-01-01,
405,99999,MROC WHT RIVER JCT,2016-05-31,01,VT,0602,07,2014-01-01,0.3077
405,99999,MROC WHT RIVER JCT,2016-05-31,01,VT,0602,07,2015-01-01,0.3529
405,99999,MROC WHT RIVER JCT,2016-05-31,01,VT,0602,08,2011-01-01,
405,99999,MROC WHT RIVER JCT,2016-05-31,01,VT,0602,08,2012-01-01,
405,99999,MROC WHT RIVER JCT,2016-05-31,01,VT,0602,08,2013-01-01,0.2667
405,99999,MROC WHT RIVER JCT,2016-05-31,01,VT,0602,08,2014-01-01,
405,99999,MROC WHT RIVER JCT,2016-05-31,01,VT,0602,08,2015-01-01,
405,99999,MROC WHT RIVER JCT,2016-05-31,01,VT,0602,12,2011-01-01,
405,99999,MROC WHT RIVER JCT,2016-05-31,01,VT,0602,12,2012-01-01,
405,99999,MROC WHT RIVER JCT,2016-05-31,01,VT,0602,12,2013-01-01,1.0
405,99999,MROC WHT RIVER JCT,2016-05-31,01,VT,0602,12,2014-01-01,
405,99999,MROC WHT RIVER JCT,2016-05-31,01,VT,0602,12,2015-01-01,
405,99999,MROC WHT RIVER JCT,2016-05-31,01,VT,0602,20,2011-01-01,
405,99999,MROC WHT RIVER JCT,2016-05-31,01,VT,0602,20,2012-01-01,
405,99999,MROC WHT RIVER JCT,2016-05-31,01,VT,0602,20,2013-01-01,
405,99999,MROC WHT RIVER JCT,2016-05-31,01,VT,0602,20,2014-01-01,0.6316
405,99999,MROC WHT RIVER JCT,2016-05-31,01,VT,0602,20,2015-01-01,
405,99999,MROC WHT RIVER JCT,2016-05-31,01,VT,0602,21,2011-01-01,0.0383
405,99999,MROC WHT RIVER JCT,2016-05-31,01,VT,0602,21,2012-01-01,0.04
405,99999,MROC WHT RIVER JCT,2016-05-31,01,VT,0602,21,2013-01-01,
405,99999,MROC WHT RIVER JCT,2016-05-31,01,VT,0602,21,2014-01-01,0.1165
405,99999,MROC WHT RIVER JCT,2016-05-31,01,VT,0602,21,2015-01-01,0.041
405,99999,MROC WHT RIVER JCT,2016-05-31,01,VT,0602,26,2011-01-01,
405,99999,MROC WHT RIVER JCT,2016-05-31,01,VT,0602,26,2012-01-01,0.6667
405,99999,MROC WHT RIVER JCT,2016-05-31,01,VT,0602,26,2013-01-01,
405,99999,MROC WHT RIVER JCT,2016-05-31,01,VT,0602,26,2014-01-01,
405,99999,MROC WHT RIVER JCT,2016-05-31,01,VT,0602,26,2015-01-01,2.0
405,99999,MROC WHT RIVER JCT,2016-05-31,01,VT,0602,31,2011-01-01,
405,99999,MROC WHT RIVER JCT,2016-05-31,01,VT,0602,31,2012-01-01,0.1283
405,99999,MROC WHT RIVER JCT,2016-05-31,01,VT,0602,31,2013-01-01,0.2535
405,99999,MROC WHT RIVER JCT,2016-05-31,01,VT,0602,31,2014-01-01,0.0828
405,99999,MROC WHT RIVER JCT,2016-05-31,01,VT,0602,31,2015-01-01,
405,99999,MROC WHT RIVER JCT,2016-05-31,01,VT,0602,38,2011-01-01,
405,99999,MROC WHT RIVER JCT,2016-05-31,01,VT,0602,38,2012-01-01,
405,99999,MROC WHT RIVER JCT,2016-05-31,01,VT,0602,38,2013-01-01,0.2264
405,99999,MROC WHT RIVER JCT,2016-05-31,01,VT,0602,38,2014-01-01,0.3243
405,99999,MROC WHT RIVER JCT,2016-05-31,01,VT,0602,38,2015-01-01,
405,99999,MROC WHT RIVER JCT,2016-05-31,01,VT,0602,44,2011-01-01,
405,99999,MROC WHT RIVER JCT,2016-05-31,01,VT,0602,44,2012-01-01,
405,99999,MROC WHT RIVER JCT,2016-05-31,01,VT,0602,44,2013-01-01,
405,99999,MROC WHT RIVER JCT,2016-05-31,01,VT,0602,44,2014-01-01,
405,99999,MROC WHT RIVER JCT,2016-05-31,01,VT,0602,44,2015-01-01,0.4286
405,99999,MROC WHT RIVER JCT,2016-05-31,01,VT,0602,K3,2011-01-01,
405,99999,MROC WHT RIVER JCT,2016-05-31,01,VT,0602,K3,2012-01-01,0.4364
405,99999,MROC WHT RIVER JCT,2016-05-31,01,VT,0602,K3,2013-01-01,0.2609
405,99999,MROC WHT RIVER JCT,2016-05-31,01,VT,0602,K3,2014-01-01,0.5
405,99999,MROC WHT RIVER JCT,2016-05-31,01,VT,0602,K3,2015-01-01,
405,99999,MROC WHT RIVER JCT,2016-05-31,01,VT,0602,K6,2011-01-01,
405,99999,MROC WHT RIVER JCT,2016-05-31,01,VT,0602,K6,2012-01-01,
405,99999,MROC WHT RIVER JCT,2016-05-31,01,VT,0602,K6,2013-01-01,
405,99999,MROC WHT RIVER JCT,2016-05-31,01,VT,0602,K6,2014-01-01,0.6667
405,99999,MROC WHT RIVER JCT,2016-05-31,01,VT,0602,K6,2015-01-01,
405,99999,MROC WHT RIVER JCT,2016-05-31,01,VT,0602,P1,2011-01-01,
405,99999,MROC WHT RIVER JCT,2016-05-31,01,VT,0602,P1,2012-01-01,0.1935
405,99999,MROC WHT RIVER JCT,2016-05-31,01,VT,0602,P1,2013-01-01,0.25
405,99999,MROC WHT RIVER JCT,2016-05-31,01,VT,0602,P1,2014-01-01,
405,99999,MROC WHT RIVER JCT,2016-05-31,01,VT,0602,P1,2015-01-01,
518,99999,MC BEDFORD,2016-05-31,01,MA,0602,21,2011-01-01,
518,99999,MC BEDFORD,2016-05-31,01,MA,0602,21,2012-01-01,
518,99999,MC BEDFORD,2016-05-31,01,MA,0602,21,2013-01-01,0.087
518,99999,MC BEDFORD,2016-05-31,01,MA,0602,21,2014-01-01,
518,99999,MC BEDFORD,2016-05-31,01,MA,0602,21,2015-01-01,0.1622
518,99999,MC BEDFORD,2016-05-31,01,MA,0602,30,2011-01-01,
518,99999,MC BEDFORD,2016-05-31,01,MA,0602,30,2012-01-01,
518,99999,MC BEDFORD,2016-05-31,01,MA,0602,30,2013-01-01,
518,99999,MC BEDFORD,2016-05-31,01,MA,0602,30,2014-01-01,
518,99999,MC BEDFORD,2016-05-31,01,MA,0602,30,2015-01-01,0.2727
518,99999,MC BEDFORD,2016-05-31,01,MA,0602,31,2011-01-01,0.1076
518,99999,MC BEDFORD,2016-05-31,01,MA,0602,31,2012-01-01,0.1091
518,99999,MC BEDFORD,2016-05-31,01,MA,0602,31,2013-01-01,0.058
518,99999,MC BEDFORD,2016-05-31,01,MA,0602,31,2014-01-01,0.0553
518,99999,MC BEDFORD,2016-05-31,01,MA,0602,31,2015-01-01,
518,99999,MC BEDFORD,2016-05-31,01,MA,0602,49,2011-01-01,1.0
518,99999,MC BEDFORD,2016-05-31,01,MA,0602,49,2012-01-01,
518,99999,MC BEDFORD,2016-05-31,01,MA,0602,49,2013-01-01,
518,99999,MC BEDFORD,2016-05-31,01,MA,0602,49,2014-01-01,
518,99999,MC BEDFORD,2016-05-31,01,MA,0602,49,2015-01-01,
518,99999,MC BEDFORD,2016-05-31,01,MA,0602,51,2011-01-01,
518,99999,MC BEDFORD,2016-05-31,01,MA,0602,51,2012-01-01,1.0
518,99999,MC BEDFORD,2016-05-31,01,MA,0602,51,2013-01-01,
518,99999,MC BEDFORD,2016-05-31,01,MA,0602,51,2014-01-01,
518,99999,MC BEDFORD,2016-05-31,01,MA,0602,51,2015-01-01,
518,99999,MC BEDFORD,2016-05-31,01,MA,0602,57,2011-01-01,
518,99999,MC BEDFORD,2016-05-31,01,MA,0602,57,2012-01-01,0.7059
518,99999,MC BEDFORD,2016-05-31,01,MA,0602,57,2013-01-01,
518,99999,MC BEDFORD,2016-05-31,01,MA,0602,57,2014-01-01,
518,99999,MC BEDFORD,2016-05-31,01,MA,0602,57,2015-01-01,
518,99999,MC BEDFORD,2016-05-31,01,MA,0602,59,2011-01-01,
518,99999,MC BEDFORD,2016-05-31,01,MA,0602,59,2012-01-01,
518,99999,MC BEDFORD,2016-05-31,01,MA,0602,59,2013-01-01,
518,99999,MC BEDFORD,2016-05-31,01,MA,0602,59,2014-01-01,1.0
518,99999,MC BEDFORD,2016-05-31,01,MA,0602,59,2015-01-01,
518,99999,MC BEDFORD,2016-05-31,01,MA,0602,H7,2011-01-01,
518,99999,MC BEDFORD,2016-05-31,01,MA,0602,H7,2012-01-01,
518,99999,MC BEDFORD,2016-05-31,01,MA,0602,H7,2013-01-01,
518,99999,MC BEDFORD,2016-05-31,01,MA,0602,H7,2014-01-01,1.0
518,99999,MC BEDFORD,2016-05-31,01,MA,0602,H7,2015-01-01,
518,99999,MC BEDFORD,2016-05-31,01,MA,0602,MR,2011-01-01,
518,99999,MC BEDFORD,2016-05-31,01,MA,0602,MR,2012-01-01,
518,99999,MC BEDFORD,2016-05-31,01,MA,0602,MR,2013-01-01,
518,99999,MC BEDFORD,2016-05-31,01,MA,0602,MR,2014-01-01,1.0
518,99999,MC BEDFORD,2016-05-31,01,MA,0602,MR,2015-01-01,
518,99999,MC BEDFORD,2016-05-31,01,MA,0602,P1,2011-01-01,
518,99999,MC BEDFORD,2016-05-31,01,MA,0602,P1,2012-01-01,
518,99999,MC BEDFORD,2016-05-31,01,MA,0602,P1,2013-01-01,
518,99999,MC BEDFORD,2016-05-31,01,MA,0602,P1,2014-01-01,
518,99999,MC BEDFORD,2016-05-31,01,MA,0602,P1,2015-01-01,0.2308
523,99999,HCS BOSTON,2016-05-31,01,MA,0602,01,2011-01-01,0.0694
523,99999,HCS BOSTON,2016-05-31,01,MA,0602,01,2012-01-01,
523,99999,HCS BOSTON,2016-05-31,01,MA,0602,01,2013-01-01,0.2093
523,99999,HCS BOSTON,2016-05-31,01,MA,0602,01,2014-01-01,0.0678
523,99999,HCS BOSTON,2016-05-31,01,MA,0602,01,2015-01-01,
523,99999,HCS BOSTON,2016-05-31,01,MA,0602,02,2011-01-01,0.0851
523,99999,HCS BOSTON,2016-05-31,01,MA,0602,02,2012-01-01,0.0795
523,99999,HCS BOSTON,2016-05-31,01,MA,0602,02,2013-01-01,0.1791
523,99999,HCS BOSTON,2016-05-31,01,MA,0602,02,2014-01-01,
523,99999,HCS BOSTON,2016-05-31,01,MA,0602,02,2015-01-01,
523,99999,HCS BOSTON,2016-05-31,01,MA,0602,06,2011-01-01,0.0845
523,99999,HCS BOSTON,2016-05-31,01,MA,0602,06,2012-01-01,0.1655
523,99999,HCS BOSTON,2016-05-31,01,MA,0602,06,2013-01-01,0.1846
523,99999,HCS BOSTON,2016-05-31,01,MA,0602,06,2014-01-01,0.0845
523,99999,HCS BOSTON,2016-05-31,01,MA,0602,06,2015-01-01,
523,99999,HCS BOSTON,2016-05-31,01,MA,0602,07,2011-01-01,
523,99999,HCS BOSTON,2016-05-31,01,MA,0602,07,2012-01-01,
523,99999,HCS BOSTON,2016-05-31,01,MA,0602,07,2013-01-01,0.1935
523,99999,HCS BOSTON,2016-05-31,01,MA,0602,07,2014-01-01,
523,99999,HCS BOSTON,2016-05-31,01,MA,0602,07,2015-01-01,
523,99999,HCS BOSTON,2016-05-31,01,MA,0602,08,2011-01-01,0.3529
523,99999,HCS BOSTON,2016-05-31,01,MA,0602,08,2012-01-01,
523,99999,HCS BOSTON,2016-05-31,01,MA,0602,08,2013-01-01,
523,99999,HCS BOSTON,2016-05-31,01,MA,0602,08,2014-01-01,
523,99999,HCS BOSTON,2016-05-31,01,MA,0602,08,2015-01-01,
523,99999,HCS BOSTON,2016-05-31,01,MA,0602,12,2011-01-01,0.2034
523,99999,HCS BOSTON,2016-05-31,01,MA,0602,12,2012-01-01,
523,99999,HCS BOSTON,2016-05-31,01,MA,0602,12,2013-01-01,0.2264
523,99999,HCS BOSTON,2016-05-31,01,MA,0602,12,2014-01-01,0.2105
523,99999,HCS BOSTON,2016-05-31,01,MA,0602,12,2015-01-01,
523,99999,HCS BOSTON,2016-05-31,01,MA,0602,16,2011-01-01,
523,99999,HCS BOSTON,2016-05-31,01,MA,0602,16,2012-01-01,
523,99999,HCS BOSTON,2016-05-31,01,MA,0602,16,2013-01-01,0.2609
523,99999,HCS BOSTON,2016-05-31,01,MA,0602,16,2014-01-01,0.1304
523,99999,HCS BOSTON,2016-05-31,01,MA,0602,16,2015-01-01,
523,99999,HCS BOSTON,2016-05-31,01,MA,0602,18,2011-01-01,
523,99999,HCS BOSTON,2016-05-31,01,MA,0602,18,2012-01-01,
523,99999,HCS BOSTON,2016-05-31,01,MA,0602,18,2013-01-01,
523,99999,HCS BOSTON,2016-05-31,01,MA,0602,18,2014-01-01,0.3529
523,99999,HCS BOSTON,2016-05-31,01,MA,0602,18,2015-01-01,
523,99999,HCS BOSTON,2016-05-31,01,MA,0602,20,2011-01-01,0.2222
523,99999,HCS BOSTON,2016-05-31,01,MA,0602,20,2012-01-01,0.2857
523,99999,HCS BOSTON,2016-05-31,01,MA,0602,20,2013-01-01,0.2667
523,99999,HCS BOSTON,2016-05-31,01,MA,0602,20,2014-01-01,0.3529
523,99999,HCS BOSTON,2016-05-31,01,MA,0602,20,2015-01-01,0.3077
523,99999,HCS BOSTON,2016-05-31,01,MA,0602,21,2011-01-01,0.1143
523,99999,HCS BOSTON,2016-05-31,01,MA,0602,21,2012-01-01,
523,99999,HCS BOSTON,2016-05-31,01,MA,0602,21,2013-01-01,0.0345
523,99999,HCS BOSTON,2016-05-31,01,MA,0602,21,2014-01-01,0.0324
523,99999,HCS BOSTON,2016-05-31,01,MA,0602,21,2015-01-01,0.0928
523,99999,HCS BOSTON,2016-05-31,01,MA,0602,23,2011-01-01,
523,99999,HCS BOSTON,2016-05-31,01,MA,0602,23,2012-01-01,
523,99999,HCS BOSTON,2016-05-31,01,MA,0602,23,2013-01-01,
523,99999,HCS BOSTON,2016-05-31,01,MA,0602,23,2014-01-01,1.0
523,99999,HCS BOSTON,2016-05-31,01,MA,0602,23,2015-01-01,
523,99999,HCS BOSTON,2016-05-31,01,MA,0602,25,2011-01-01,
523,99999,HCS BOSTON,2016-05-31,01,MA,0602,25,2012-01-01,
523,99999,HCS BOSTON,2016-05-31,01,MA,0602,25,2013-01-01,0.24
523,99999,HCS BOSTON,2016-05-31,01,MA,0602,25,2014-01-01,
523,99999,HCS BOSTON,2016-05-31,01,MA,0602,25,2015-01-01,
523,99999,HCS BOSTON,2016-05-31,01,MA,0602,26,2011-01-01,
523,99999,HCS BOSTON,2016-05-31,01,MA,0602,26,2012-01-01,0.1263
523,99999,HCS BOSTON,2016-05-31,01,MA,0602,26,2013-01-01,
523,99999,HCS BOSTON,2016-05-31,01,MA,0602,26,2014-01-01,0.1277
523,99999,HCS BOSTON,2016-05-31,01,MA,0602,26,2015-01-01,
523,99999,HCS BOSTON,2016-05-31,01,MA,0602,28,2011-01-01,
523,99999,HCS BOSTON,2016-05-31,01,MA,0602,28,2012-01-01,
523,99999,HCS BOSTON,2016-05-31,01,MA,0602,28,2013-01-01,
523,99999,HCS BOSTON,2016-05-31,01,MA,0602,28,2014-01-01,0.2927
523,99999,HCS BOSTON,2016-05-31,01,MA,0602,28,2015-01-01,
523,99999,HCS BOSTON,2016-05-31,01,MA,0602,29,2011-01-01,
523,99999,HCS BOSTON,2016-05-31,01,MA,0602,29,2012-01-01,0.2857
523,99999,HCS BOSTON,2016-05-31,01,MA,0602,29,2013-01-01,
523,99999,HCS BOSTON,2016-05-31,01,MA,0602,29,2014-01-01,
523,99999,HCS BOSTON,2016-05-31,01,MA,0602,29,2015-01-01,0.3243
523,99999,HCS BOSTON,2016-05-31,01,MA,0602,30,2011-01-01,
523,99999,HCS BOSTON,2016-05-31,01,MA,0602,30,2012-01-01,
523,99999,HCS BOSTON,2016-05-31,01,MA,0602,30,2013-01-01,
523,99999,HCS BOSTON,2016-05-31,01,MA,0602,30,2014-01-01,
523,99999,HCS BOSTON,2016-05-31,01,MA,0602,30,2015-01-01,0.1667
523,99999,HCS BOSTON,2016-05-31,01,MA,0602,31,2011-01-01,0.1466
523,99999,HCS BOSTON,2016-05-31,01,MA,0602,31,2012-01-01,0.1545
523,99999,HCS BOSTON,2016-05-31,01,MA,0602,31,2013-01-01,0.0732
523,99999,HCS BOSTON,2016-05-31,01,MA,0602,31,2014-01-01,0.1195
523,99999,HCS BOSTON,2016-05-31,01,MA,0602,31,2015-01-01,0.046
523,99999,HCS BOSTON,2016-05-31,01,MA,0602,32,2011-01-01,
523,99999,HCS BOSTON,2016-05-31,01,MA,0602,32,2012-01-01,
523,99999,HCS BOSTON,2016-05-31,01,MA,0602,32,2013-01-01,
523,99999,HCS BOSTON,2016-05-31,01,MA,0602,32,2014-01-01,
523,99999,HCS BOSTON,2016-05-31,01,MA,0602,32,2015-01-01,0.2667
523,99999,HCS BOSTON,2016-05-31,01,MA,0602,33,2011-01-01,
523,99999,HCS BOSTON,2016-05-31,01,MA,0602,33,2012-01-01,
523,99999,HCS BOSTON,2016-05-31,01,MA,0602,33,2013-01-01,
523,99999,HCS BOSTON,2016-05-31,01,MA,0602,33,2014-01-01,
523,99999,HCS BOSTON,2016-05-31,01,MA,0602,33,2015-01-01,1.0
523,99999,HCS BOSTON,2016-05-31,01,MA,0602,34,2011-01-01,
523,99999,HCS BOSTON,2016-05-31,01,MA,0602,34,2012-01-01,
523,99999,HCS BOSTON,2016-05-31,01,MA,0602,34,2013-01-01,
523,99999,HCS BOSTON,2016-05-31,01,MA,0602,34,2014-01-01,1.0
523,99999,HCS BOSTON,2016-05-31,01,MA,0602,34,2015-01-01,
523,99999,HCS BOSTON,2016-05-31,01,MA,0602,38,2011-01-01,0.0764
523,99999,HCS BOSTON,2016-05-31,01,MA,0602,38,2012-01-01,0.0774
523,99999,HCS BOSTON,2016-05-31,01,MA,0602,38,2013-01-01,0.0851
523,99999,HCS BOSTON,2016-05-31,01,MA,0602,38,2014-01-01,0.0909
